trip_id,truck_id,fuel_gallons_used,truck_avg,truck_stddev
TRIP00015166,TRK00074,500.7,227.98,128.59
TRIP00019864,TRK00074,521.6,227.98,128.59
TRIP00035560,TRK00074,544.3,227.98,128.59
TRIP00044887,TRK00074,547.5,227.98,128.59
TRIP00045196,TRK00074,509.2,227.98,128.59
TRIP00045847,TRK00074,508.4,227.98,128.59
TRIP00046747,TRK00074,491.8,227.98,128.59
TRIP00048105,TRK00074,581.6,227.98,128.59
TRIP00053141,TRK00074,518.3,227.98,128.59
TRIP00059068,TRK00074,488.2,227.98,128.59
TRIP00059515,TRK00074,567.6,227.98,128.59
TRIP00067232,TRK00074,503.9,227.98,128.59
TRIP00067828,TRK00074,501.6,227.98,128.59
TRIP00076974,TRK00074,576.2,227.98,128.59
TRIP00001095,TRK00076,545.2,218.47,126.69
TRIP00005053,TRK00076,491.0,218.47,126.69
TRIP00007876,TRK00076,528.2,218.47,126.69
TRIP00009003,TRK00076,541.6,218.47,126.69
TRIP00015747,TRK00076,474.4,218.47,126.69
TRIP00022228,TRK00076,496.6,218.47,126.69
TRIP00023958,TRK00076,538.1,218.47,126.69
TRIP00037740,TRK00076,487.0,218.47,126.69
TRIP00038545,TRK00076,496.9,218.47,126.69
TRIP00038696,TRK00076,474.8,218.47,126.69
TRIP00040723,TRK00076,515.1,218.47,126.69
TRIP00043348,TRK00076,501.6,218.47,126.69
TRIP00066898,TRK00076,482.5,218.47,126.69
TRIP00070156,TRK00076,487.6,218.47,126.69
TRIP00070465,TRK00076,476.4,218.47,126.69
TRIP00082201,TRK00076,514.8,218.47,126.69
TRIP00085122,TRK00076,478.0,218.47,126.69
TRIP00012015,TRK00078,566.1,225.81,129.3
TRIP00017281,TRK00078,488.2,225.81,129.3
TRIP00023154,TRK00078,508.9,225.81,129.3
TRIP00024443,TRK00078,489.3,225.81,129.3
TRIP00032430,TRK00078,486.3,225.81,129.3
TRIP00039863,TRK00078,544.7,225.81,129.3
TRIP00054032,TRK00078,489.6,225.81,129.3
TRIP00059940,TRK00078,560.3,225.81,129.3
TRIP00062562,TRK00078,580.6,225.81,129.3
TRIP00080956,TRK00078,492.6,225.81,129.3
TRIP00000147,TRK00079,503.4,222.6,126.38
TRIP00002535,TRK00079,537.2,222.6,126.38
TRIP00004638,TRK00079,508.5,222.6,126.38
TRIP00016056,TRK00079,510.5,222.6,126.38
TRIP00017180,TRK00079,578.7,222.6,126.38
TRIP00021138,TRK00079,574.3,222.6,126.38
TRIP00026703,TRK00079,506.7,222.6,126.38
TRIP00033995,TRK00079,533.0,222.6,126.38
TRIP00035503,TRK00079,560.1,222.6,126.38
TRIP00040958,TRK00079,570.3,222.6,126.38
TRIP00042535,TRK00079,484.2,222.6,126.38
TRIP00042665,TRK00079,482.8,222.6,126.38
TRIP00049516,TRK00079,488.8,222.6,126.38
TRIP00050686,TRK00079,486.6,222.6,126.38
TRIP00053339,TRK00079,537.4,222.6,126.38
TRIP00054744,TRK00079,477.1,222.6,126.38
TRIP00062050,TRK00079,600.9,222.6,126.38
TRIP00070742,TRK00079,476.5,222.6,126.38
TRIP00082736,TRK00079,500.2,222.6,126.38
TRIP00000154,TRK00080,474.2,219.1,124.8
TRIP00009439,TRK00080,478.4,219.1,124.8
TRIP00013814,TRK00080,520.0,219.1,124.8
TRIP00022185,TRK00080,480.8,219.1,124.8
TRIP00028539,TRK00080,487.0,219.1,124.8
TRIP00031313,TRK00080,487.7,219.1,124.8
TRIP00034318,TRK00080,512.1,219.1,124.8
TRIP00040053,TRK00080,520.2,219.1,124.8
TRIP00040739,TRK00080,487.0,219.1,124.8
TRIP00041575,TRK00080,497.5,219.1,124.8
TRIP00043939,TRK00080,488.3,219.1,124.8
TRIP00050691,TRK00080,476.9,219.1,124.8
TRIP00058806,TRK00080,601.8,219.1,124.8
TRIP00061152,TRK00080,550.6,219.1,124.8
TRIP00064910,TRK00080,475.0,219.1,124.8
TRIP00065140,TRK00080,489.5,219.1,124.8
TRIP00069135,TRK00080,481.9,219.1,124.8
TRIP00071846,TRK00080,494.2,219.1,124.8
TRIP00077327,TRK00080,481.2,219.1,124.8
TRIP00079065,TRK00080,477.6,219.1,124.8
TRIP00003288,TRK00082,555.0,222.76,125.9
TRIP00008489,TRK00082,482.7,222.76,125.9
TRIP00012483,TRK00082,497.6,222.76,125.9
TRIP00013283,TRK00082,537.4,222.76,125.9
TRIP00013833,TRK00082,482.9,222.76,125.9
TRIP00015346,TRK00082,478.7,222.76,125.9
TRIP00020449,TRK00082,578.5,222.76,125.9
TRIP00028659,TRK00082,551.8,222.76,125.9
TRIP00030122,TRK00082,503.8,222.76,125.9
TRIP00036142,TRK00082,485.3,222.76,125.9
TRIP00044958,TRK00082,536.6,222.76,125.9
TRIP00045667,TRK00082,475.9,222.76,125.9
TRIP00054208,TRK00082,487.1,222.76,125.9
TRIP00054359,TRK00082,551.6,222.76,125.9
TRIP00054420,TRK00082,511.7,222.76,125.9
TRIP00065646,TRK00082,493.5,222.76,125.9
TRIP00066279,TRK00082,504.4,222.76,125.9
TRIP00066429,TRK00082,526.1,222.76,125.9
TRIP00073100,TRK00082,496.6,222.76,125.9
TRIP00081808,TRK00082,483.5,222.76,125.9
TRIP00002135,TRK00083,475.0,220.45,124.93
TRIP00003094,TRK00083,505.8,220.45,124.93
TRIP00006076,TRK00083,488.9,220.45,124.93
TRIP00006794,TRK00083,471.7,220.45,124.93
TRIP00009392,TRK00083,545.8,220.45,124.93
TRIP00014061,TRK00083,488.0,220.45,124.93
TRIP00016770,TRK00083,476.9,220.45,124.93
TRIP00019390,TRK00083,471.7,220.45,124.93
TRIP00021009,TRK00083,486.9,220.45,124.93
TRIP00029591,TRK00083,496.3,220.45,124.93
TRIP00030840,TRK00083,525.9,220.45,124.93
TRIP00030924,TRK00083,478.2,220.45,124.93
TRIP00034891,TRK00083,471.6,220.45,124.93
TRIP00036575,TRK00083,592.8,220.45,124.93
TRIP00039170,TRK00083,512.7,220.45,124.93
TRIP00050921,TRK00083,509.5,220.45,124.93
TRIP00052664,TRK00083,558.9,220.45,124.93
TRIP00056675,TRK00083,570.8,220.45,124.93
TRIP00067156,TRK00083,492.9,220.45,124.93
TRIP00070647,TRK00083,493.7,220.45,124.93
TRIP00072874,TRK00083,518.8,220.45,124.93
TRIP00074479,TRK00083,528.8,220.45,124.93
TRIP00075978,TRK00083,506.0,220.45,124.93
TRIP00077571,TRK00083,475.7,220.45,124.93
TRIP00081114,TRK00083,479.6,220.45,124.93
TRIP00081663,TRK00083,492.2,220.45,124.93
TRIP00009917,TRK00084,485.6,223.2,127.58
TRIP00010503,TRK00084,573.6,223.2,127.58
TRIP00015314,TRK00084,493.9,223.2,127.58
TRIP00015341,TRK00084,485.6,223.2,127.58
TRIP00022539,TRK00084,487.3,223.2,127.58
TRIP00029330,TRK00084,541.1,223.2,127.58
TRIP00033262,TRK00084,480.3,223.2,127.58
TRIP00034822,TRK00084,559.2,223.2,127.58
TRIP00044061,TRK00084,512.7,223.2,127.58
TRIP00059085,TRK00084,592.6,223.2,127.58
TRIP00080217,TRK00084,497.0,223.2,127.58
TRIP00081679,TRK00084,523.6,223.2,127.58
TRIP00081964,TRK00084,505.6,223.2,127.58
TRIP00005412,TRK00085,474.3,219.42,127.18
TRIP00014399,TRK00085,608.4,219.42,127.18
TRIP00016578,TRK00085,496.2,219.42,127.18
TRIP00020998,TRK00085,475.5,219.42,127.18
TRIP00023511,TRK00085,487.2,219.42,127.18
TRIP00025286,TRK00085,482.2,219.42,127.18
TRIP00030097,TRK00085,561.7,219.42,127.18
TRIP00030200,TRK00085,521.3,219.42,127.18
TRIP00041486,TRK00085,481.6,219.42,127.18
TRIP00046548,TRK00085,552.7,219.42,127.18
TRIP00051588,TRK00085,497.9,219.42,127.18
TRIP00051785,TRK00085,483.2,219.42,127.18
TRIP00055140,TRK00085,496.6,219.42,127.18
TRIP00061662,TRK00085,474.0,219.42,127.18
TRIP00063711,TRK00085,505.7,219.42,127.18
TRIP00070108,TRK00085,476.1,219.42,127.18
TRIP00074724,TRK00085,491.4,219.42,127.18
TRIP00077357,TRK00085,497.4,219.42,127.18
TRIP00078803,TRK00085,478.6,219.42,127.18
TRIP00085104,TRK00085,522.0,219.42,127.18
TRIP00010140,TRK00086,483.2,223.33,128.89
TRIP00020538,TRK00086,485.1,223.33,128.89
TRIP00022087,TRK00086,484.5,223.33,128.89
TRIP00023826,TRK00086,576.8,223.33,128.89
TRIP00029937,TRK00086,501.2,223.33,128.89
TRIP00031117,TRK00086,509.0,223.33,128.89
TRIP00031294,TRK00086,509.1,223.33,128.89
TRIP00039588,TRK00086,492.3,223.33,128.89
TRIP00045494,TRK00086,527.4,223.33,128.89
TRIP00048414,TRK00086,482.6,223.33,128.89
TRIP00050428,TRK00086,534.2,223.33,128.89
TRIP00051295,TRK00086,508.5,223.33,128.89
TRIP00051514,TRK00086,488.9,223.33,128.89
TRIP00059490,TRK00086,492.1,223.33,128.89
TRIP00060621,TRK00086,486.2,223.33,128.89
TRIP00062521,TRK00086,483.1,223.33,128.89
TRIP00064934,TRK00086,490.2,223.33,128.89
TRIP00072616,TRK00086,530.2,223.33,128.89
TRIP00078717,TRK00086,490.1,223.33,128.89
TRIP00079603,TRK00086,560.5,223.33,128.89
TRIP00082490,TRK00086,482.5,223.33,128.89
TRIP00004152,TRK00089,545.1,221.46,123.82
TRIP00007542,TRK00089,547.1,221.46,123.82
TRIP00010352,TRK00089,516.8,221.46,123.82
TRIP00011341,TRK00089,513.5,221.46,123.82
TRIP00011466,TRK00089,473.9,221.46,123.82
TRIP00020661,TRK00089,477.5,221.46,123.82
TRIP00022833,TRK00089,593.3,221.46,123.82
TRIP00031640,TRK00089,485.5,221.46,123.82
TRIP00031913,TRK00089,486.7,221.46,123.82
TRIP00034743,TRK00089,518.2,221.46,123.82
TRIP00037425,TRK00089,556.8,221.46,123.82
TRIP00039395,TRK00089,487.5,221.46,123.82
TRIP00059598,TRK00089,489.2,221.46,123.82
TRIP00077982,TRK00089,469.8,221.46,123.82
TRIP00080270,TRK00089,518.1,221.46,123.82
TRIP00083473,TRK00089,526.5,221.46,123.82
TRIP00013771,TRK00090,525.3,222.16,127.72
TRIP00035235,TRK00090,571.0,222.16,127.72
TRIP00045091,TRK00090,482.9,222.16,127.72
TRIP00057475,TRK00090,494.1,222.16,127.72
TRIP00058220,TRK00090,484.6,222.16,127.72
TRIP00059245,TRK00090,485.3,222.16,127.72
TRIP00061492,TRK00090,490.0,222.16,127.72
TRIP00064689,TRK00090,598.7,222.16,127.72
TRIP00065288,TRK00090,500.7,222.16,127.72
TRIP00068862,TRK00090,548.2,222.16,127.72
TRIP00080757,TRK00090,482.5,222.16,127.72
TRIP00005073,TRK00091,480.0,224.55,125.03
TRIP00029299,TRK00091,480.6,224.55,125.03
TRIP00040461,TRK00091,508.8,224.55,125.03
TRIP00040529,TRK00091,496.7,224.55,125.03
TRIP00042906,TRK00091,532.8,224.55,125.03
TRIP00043708,TRK00091,481.8,224.55,125.03
TRIP00045546,TRK00091,479.2,224.55,125.03
TRIP00051518,TRK00091,556.6,224.55,125.03
TRIP00051958,TRK00091,494.1,224.55,125.03
TRIP00072105,TRK00091,528.5,224.55,125.03
TRIP00000170,TRK00092,516.4,229.53,131.03
TRIP00009868,TRK00092,568.1,229.53,131.03
TRIP00020660,TRK00092,493.6,229.53,131.03
TRIP00025567,TRK00092,567.3,229.53,131.03
TRIP00028122,TRK00092,503.2,229.53,131.03
TRIP00028935,TRK00092,527.1,229.53,131.03
TRIP00033804,TRK00092,514.0,229.53,131.03
TRIP00035668,TRK00092,498.9,229.53,131.03
TRIP00038796,TRK00092,493.7,229.53,131.03
TRIP00040159,TRK00092,511.8,229.53,131.03
TRIP00046571,TRK00092,494.6,229.53,131.03
TRIP00053907,TRK00092,518.5,229.53,131.03
TRIP00071947,TRK00092,494.2,229.53,131.03
TRIP00074055,TRK00092,552.2,229.53,131.03
TRIP00074579,TRK00092,606.0,229.53,131.03
TRIP00081730,TRK00092,499.2,229.53,131.03
TRIP00001420,TRK00093,477.2,219.17,123.68
TRIP00015675,TRK00093,475.0,219.17,123.68
TRIP00016033,TRK00093,514.5,219.17,123.68
TRIP00020004,TRK00093,475.1,219.17,123.68
TRIP00025361,TRK00093,496.3,219.17,123.68
TRIP00028159,TRK00093,476.5,219.17,123.68
TRIP00033950,TRK00093,528.4,219.17,123.68
TRIP00037888,TRK00093,510.7,219.17,123.68
TRIP00038340,TRK00093,494.5,219.17,123.68
TRIP00042964,TRK00093,482.1,219.17,123.68
TRIP00050263,TRK00093,470.8,219.17,123.68
TRIP00050497,TRK00093,482.9,219.17,123.68
TRIP00056530,TRK00093,495.7,219.17,123.68
TRIP00058308,TRK00093,505.7,219.17,123.68
TRIP00060549,TRK00093,591.5,219.17,123.68
TRIP00061303,TRK00093,467.0,219.17,123.68
TRIP00067250,TRK00093,497.9,219.17,123.68
TRIP00072799,TRK00093,543.4,219.17,123.68
TRIP00074224,TRK00093,508.0,219.17,123.68
TRIP00078656,TRK00093,484.3,219.17,123.68
TRIP00000530,TRK00095,498.1,213.76,126.61
TRIP00002028,TRK00095,502.4,213.76,126.61
TRIP00015682,TRK00095,488.3,213.76,126.61
TRIP00016963,TRK00095,482.7,213.76,126.61
TRIP00019011,TRK00095,481.4,213.76,126.61
TRIP00029224,TRK00095,483.3,213.76,126.61
TRIP00029349,TRK00095,570.8,213.76,126.61
TRIP00031989,TRK00095,485.2,213.76,126.61
TRIP00034918,TRK00095,473.8,213.76,126.61
TRIP00036196,TRK00095,532.8,213.76,126.61
TRIP00039656,TRK00095,527.2,213.76,126.61
TRIP00044426,TRK00095,494.2,213.76,126.61
TRIP00049208,TRK00095,472.2,213.76,126.61
TRIP00049980,TRK00095,509.4,213.76,126.61
TRIP00050942,TRK00095,581.2,213.76,126.61
TRIP00053180,TRK00095,555.1,213.76,126.61
TRIP00057548,TRK00095,468.9,213.76,126.61
TRIP00057672,TRK00095,484.2,213.76,126.61
TRIP00059732,TRK00095,481.0,213.76,126.61
TRIP00064752,TRK00095,469.8,213.76,126.61
TRIP00074672,TRK00095,480.2,213.76,126.61
TRIP00077373,TRK00095,482.1,213.76,126.61
TRIP00078936,TRK00095,481.1,213.76,126.61
TRIP00079362,TRK00095,552.4,213.76,126.61
TRIP00084842,TRK00095,478.7,213.76,126.61
TRIP00008937,TRK00096,500.0,220.29,125.81
TRIP00018605,TRK00096,494.4,220.29,125.81
TRIP00020488,TRK00096,507.8,220.29,125.81
TRIP00021718,TRK00096,474.2,220.29,125.81
TRIP00026781,TRK00096,513.9,220.29,125.81
TRIP00031841,TRK00096,505.8,220.29,125.81
TRIP00033454,TRK00096,567.1,220.29,125.81
TRIP00039372,TRK00096,491.3,220.29,125.81
TRIP00043118,TRK00096,474.5,220.29,125.81
TRIP00051655,TRK00096,553.6,220.29,125.81
TRIP00054856,TRK00096,515.7,220.29,125.81
TRIP00059246,TRK00096,481.9,220.29,125.81
TRIP00063608,TRK00096,603.6,220.29,125.81
TRIP00064294,TRK00096,491.6,220.29,125.81
TRIP00067169,TRK00096,539.3,220.29,125.81
TRIP00077320,TRK00096,482.9,220.29,125.81
TRIP00078068,TRK00096,485.2,220.29,125.81
TRIP00001472,TRK00097,491.2,227.69,129.12
TRIP00001903,TRK00097,506.6,227.69,129.12
TRIP00002592,TRK00097,514.4,227.69,129.12
TRIP00003602,TRK00097,565.5,227.69,129.12
TRIP00007072,TRK00097,592.4,227.69,129.12
TRIP00009323,TRK00097,553.2,227.69,129.12
TRIP00012890,TRK00097,519.7,227.69,129.12
TRIP00013111,TRK00097,586.0,227.69,129.12
TRIP00027226,TRK00097,497.0,227.69,129.12
TRIP00030760,TRK00097,542.3,227.69,129.12
TRIP00031463,TRK00097,585.5,227.69,129.12
TRIP00034875,TRK00097,542.1,227.69,129.12
TRIP00046584,TRK00097,515.1,227.69,129.12
TRIP00051492,TRK00097,563.2,227.69,129.12
TRIP00059849,TRK00097,511.4,227.69,129.12
TRIP00067082,TRK00097,504.9,227.69,129.12
TRIP00072526,TRK00097,512.0,227.69,129.12
TRIP00075479,TRK00097,510.0,227.69,129.12
TRIP00076597,TRK00097,549.7,227.69,129.12
TRIP00084429,TRK00097,516.2,227.69,129.12
TRIP00003613,TRK00098,504.0,221.88,126.34
TRIP00014625,TRK00098,484.9,221.88,126.34
TRIP00016353,TRK00098,478.2,221.88,126.34
TRIP00022891,TRK00098,509.9,221.88,126.34
TRIP00023879,TRK00098,504.5,221.88,126.34
TRIP00028160,TRK00098,565.8,221.88,126.34
TRIP00029798,TRK00098,488.9,221.88,126.34
TRIP00035167,TRK00098,491.5,221.88,126.34
TRIP00043378,TRK00098,488.6,221.88,126.34
TRIP00044811,TRK00098,478.5,221.88,126.34
TRIP00052231,TRK00098,559.2,221.88,126.34
TRIP00056399,TRK00098,480.5,221.88,126.34
TRIP00065076,TRK00098,548.8,221.88,126.34
TRIP00072193,TRK00098,482.8,221.88,126.34
TRIP00075108,TRK00098,485.6,221.88,126.34
TRIP00077646,TRK00098,600.4,221.88,126.34
TRIP00080341,TRK00098,562.1,221.88,126.34
TRIP00084257,TRK00098,577.7,221.88,126.34
TRIP00005151,TRK00099,513.2,223.35,127.53
TRIP00013947,TRK00099,564.7,223.35,127.53
TRIP00016203,TRK00099,589.0,223.35,127.53
TRIP00022150,TRK00099,518.3,223.35,127.53
TRIP00026954,TRK00099,486.6,223.35,127.53
TRIP00044751,TRK00099,589.5,223.35,127.53
TRIP00057880,TRK00099,508.8,223.35,127.53
TRIP00059817,TRK00099,479.9,223.35,127.53
TRIP00066480,TRK00099,494.2,223.35,127.53
TRIP00068090,TRK00099,554.2,223.35,127.53
TRIP00074976,TRK00099,491.2,223.35,127.53
TRIP00081322,TRK00099,498.4,223.35,127.53
TRIP00082346,TRK00099,519.5,223.35,127.53
TRIP00085028,TRK00099,604.7,223.35,127.53
TRIP00000755,TRK00101,562.4,217.44,126.23
TRIP00002941,TRK00101,501.1,217.44,126.23
TRIP00007210,TRK00101,493.9,217.44,126.23
TRIP00007888,TRK00101,545.1,217.44,126.23
TRIP00012351,TRK00101,555.8,217.44,126.23
TRIP00019768,TRK00101,567.5,217.44,126.23
TRIP00026206,TRK00101,549.1,217.44,126.23
TRIP00026365,TRK00101,476.3,217.44,126.23
TRIP00030307,TRK00101,564.7,217.44,126.23
TRIP00038132,TRK00101,483.6,217.44,126.23
TRIP00039391,TRK00101,484.6,217.44,126.23
TRIP00042269,TRK00101,490.7,217.44,126.23
TRIP00043275,TRK00101,490.5,217.44,126.23
TRIP00043298,TRK00101,471.9,217.44,126.23
TRIP00045470,TRK00101,489.9,217.44,126.23
TRIP00057827,TRK00101,472.1,217.44,126.23
TRIP00059552,TRK00101,540.1,217.44,126.23
TRIP00065500,TRK00101,475.3,217.44,126.23
TRIP00069956,TRK00101,507.6,217.44,126.23
TRIP00076399,TRK00101,485.2,217.44,126.23
TRIP00078045,TRK00101,566.8,217.44,126.23
TRIP00001450,TRK00103,574.2,222.49,125.7
TRIP00002127,TRK00103,494.2,222.49,125.7
TRIP00006887,TRK00103,479.2,222.49,125.7
TRIP00017364,TRK00103,497.4,222.49,125.7
TRIP00019905,TRK00103,528.1,222.49,125.7
TRIP00033435,TRK00103,503.8,222.49,125.7
TRIP00035448,TRK00103,522.1,222.49,125.7
TRIP00042889,TRK00103,480.5,222.49,125.7
TRIP00049153,TRK00103,548.5,222.49,125.7
TRIP00054641,TRK00103,474.4,222.49,125.7
TRIP00056549,TRK00103,509.4,222.49,125.7
TRIP00057417,TRK00103,479.3,222.49,125.7
TRIP00071403,TRK00103,482.2,222.49,125.7
TRIP00073214,TRK00103,475.6,222.49,125.7
TRIP00073300,TRK00103,500.2,222.49,125.7
TRIP00075052,TRK00103,474.5,222.49,125.7
TRIP00083005,TRK00103,507.3,222.49,125.7
TRIP00083948,TRK00103,477.1,222.49,125.7
TRIP00005688,TRK00105,484.3,218.0,125.58
TRIP00007457,TRK00105,469.2,218.0,125.58
TRIP00012153,TRK00105,491.5,218.0,125.58
TRIP00012490,TRK00105,515.3,218.0,125.58
TRIP00015607,TRK00105,486.7,218.0,125.58
TRIP00017342,TRK00105,494.9,218.0,125.58
TRIP00017837,TRK00105,501.1,218.0,125.58
TRIP00023691,TRK00105,509.7,218.0,125.58
TRIP00029561,TRK00105,494.0,218.0,125.58
TRIP00031781,TRK00105,495.7,218.0,125.58
TRIP00032544,TRK00105,529.0,218.0,125.58
TRIP00036665,TRK00105,552.5,218.0,125.58
TRIP00040175,TRK00105,525.9,218.0,125.58
TRIP00046140,TRK00105,488.6,218.0,125.58
TRIP00051778,TRK00105,470.7,218.0,125.58
TRIP00054108,TRK00105,526.7,218.0,125.58
TRIP00060865,TRK00105,475.9,218.0,125.58
TRIP00071265,TRK00105,479.7,218.0,125.58
TRIP00071399,TRK00105,472.8,218.0,125.58
TRIP00073980,TRK00105,523.2,218.0,125.58
TRIP00012963,TRK00106,571.3,226.8,125.13
TRIP00015244,TRK00106,585.5,226.8,125.13
TRIP00016831,TRK00106,484.2,226.8,125.13
TRIP00022966,TRK00106,515.8,226.8,125.13
TRIP00034066,TRK00106,559.2,226.8,125.13
TRIP00041293,TRK00106,504.9,226.8,125.13
TRIP00046067,TRK00106,477.8,226.8,125.13
TRIP00046203,TRK00106,522.1,226.8,125.13
TRIP00054102,TRK00106,529.3,226.8,125.13
TRIP00058156,TRK00106,481.1,226.8,125.13
TRIP00065614,TRK00106,552.4,226.8,125.13
TRIP00065693,TRK00106,508.3,226.8,125.13
TRIP00068591,TRK00106,504.6,226.8,125.13
TRIP00070873,TRK00106,490.0,226.8,125.13
TRIP00082913,TRK00106,526.0,226.8,125.13
TRIP00083362,TRK00106,567.1,226.8,125.13
TRIP00084905,TRK00106,507.1,226.8,125.13
TRIP00003157,TRK00107,494.0,231.9,128.9
TRIP00012699,TRK00107,516.6,231.9,128.9
TRIP00016547,TRK00107,513.0,231.9,128.9
TRIP00025798,TRK00107,523.2,231.9,128.9
TRIP00028757,TRK00107,506.1,231.9,128.9
TRIP00054145,TRK00107,490.7,231.9,128.9
TRIP00057080,TRK00107,569.3,231.9,128.9
TRIP00067369,TRK00107,526.7,231.9,128.9
TRIP00067727,TRK00107,518.2,231.9,128.9
TRIP00068340,TRK00107,539.2,231.9,128.9
TRIP00073796,TRK00107,505.1,231.9,128.9
TRIP00076348,TRK00107,536.3,231.9,128.9
TRIP00002574,TRK00108,479.1,216.93,123.65
TRIP00008755,TRK00108,490.6,216.93,123.65
TRIP00022657,TRK00108,556.8,216.93,123.65
TRIP00023054,TRK00108,491.5,216.93,123.65
TRIP00026017,TRK00108,495.2,216.93,123.65
TRIP00027913,TRK00108,529.1,216.93,123.65
TRIP00031915,TRK00108,495.0,216.93,123.65
TRIP00035191,TRK00108,480.3,216.93,123.65
TRIP00037384,TRK00108,485.3,216.93,123.65
TRIP00040604,TRK00108,536.2,216.93,123.65
TRIP00043267,TRK00108,484.4,216.93,123.65
TRIP00049036,TRK00108,491.8,216.93,123.65
TRIP00051676,TRK00108,479.1,216.93,123.65
TRIP00064306,TRK00108,477.4,216.93,123.65
TRIP00065530,TRK00108,489.4,216.93,123.65
TRIP00066060,TRK00108,523.9,216.93,123.65
TRIP00067036,TRK00108,495.6,216.93,123.65
TRIP00073109,TRK00108,467.0,216.93,123.65
TRIP00081285,TRK00108,551.6,216.93,123.65
TRIP00081737,TRK00108,477.1,216.93,123.65
TRIP00082341,TRK00108,490.8,216.93,123.65
TRIP00085241,TRK00108,470.2,216.93,123.65
TRIP00085248,TRK00108,518.5,216.93,123.65
TRIP00000748,TRK00110,529.2,223.69,126.42
TRIP00001073,TRK00110,484.2,223.69,126.42
TRIP00009364,TRK00110,566.1,223.69,126.42
TRIP00017939,TRK00110,547.9,223.69,126.42
TRIP00018755,TRK00110,518.2,223.69,126.42
TRIP00019984,TRK00110,488.0,223.69,126.42
TRIP00022343,TRK00110,479.6,223.69,126.42
TRIP00027708,TRK00110,516.1,223.69,126.42
TRIP00040372,TRK00110,513.5,223.69,126.42
TRIP00052446,TRK00110,498.9,223.69,126.42
TRIP00052918,TRK00110,482.1,223.69,126.42
TRIP00055675,TRK00110,491.6,223.69,126.42
TRIP00064270,TRK00110,485.3,223.69,126.42
TRIP00065034,TRK00110,559.5,223.69,126.42
TRIP00067713,TRK00110,495.8,223.69,126.42
TRIP00069414,TRK00110,484.4,223.69,126.42
TRIP00073296,TRK00110,484.2,223.69,126.42
TRIP00074626,TRK00110,551.7,223.69,126.42
TRIP00076915,TRK00110,478.0,223.69,126.42
TRIP00079316,TRK00110,512.0,223.69,126.42
TRIP00083108,TRK00110,522.7,223.69,126.42
TRIP00084038,TRK00110,491.2,223.69,126.42
TRIP00085211,TRK00110,550.3,223.69,126.42
TRIP00008617,TRK00111,501.3,220.93,129.74
TRIP00033908,TRK00111,555.0,220.93,129.74
TRIP00035278,TRK00111,515.7,220.93,129.74
TRIP00037699,TRK00111,534.9,220.93,129.74
TRIP00040598,TRK00111,541.4,220.93,129.74
TRIP00044963,TRK00111,501.6,220.93,129.74
TRIP00048581,TRK00111,502.2,220.93,129.74
TRIP00051039,TRK00111,548.9,220.93,129.74
TRIP00051251,TRK00111,539.1,220.93,129.74
TRIP00059423,TRK00111,505.9,220.93,129.74
TRIP00063945,TRK00111,566.3,220.93,129.74
TRIP00064954,TRK00111,504.6,220.93,129.74
TRIP00074706,TRK00111,521.9,220.93,129.74
TRIP00079270,TRK00111,538.6,220.93,129.74
TRIP00082557,TRK00111,495.8,220.93,129.74
TRIP00000101,TRK00112,508.4,216.95,126.28
TRIP00019152,TRK00112,497.5,216.95,126.28
TRIP00022623,TRK00112,518.1,216.95,126.28
TRIP00024754,TRK00112,489.1,216.95,126.28
TRIP00026236,TRK00112,494.6,216.95,126.28
TRIP00028983,TRK00112,488.3,216.95,126.28
TRIP00031684,TRK00112,589.4,216.95,126.28
TRIP00034701,TRK00112,555.5,216.95,126.28
TRIP00049630,TRK00112,496.4,216.95,126.28
TRIP00053245,TRK00112,478.8,216.95,126.28
TRIP00054206,TRK00112,538.8,216.95,126.28
TRIP00054209,TRK00112,514.2,216.95,126.28
TRIP00054536,TRK00112,477.7,216.95,126.28
TRIP00062300,TRK00112,470.5,216.95,126.28
TRIP00066905,TRK00112,481.2,216.95,126.28
TRIP00070529,TRK00112,475.1,216.95,126.28
TRIP00077188,TRK00112,522.9,216.95,126.28
TRIP00084432,TRK00112,485.2,216.95,126.28
TRIP00000293,TRK00113,490.3,225.13,130.08
TRIP00003066,TRK00113,500.5,225.13,130.08
TRIP00003248,TRK00113,487.7,225.13,130.08
TRIP00007999,TRK00113,578.3,225.13,130.08
TRIP00014994,TRK00113,515.6,225.13,130.08
TRIP00017438,TRK00113,524.4,225.13,130.08
TRIP00024390,TRK00113,577.0,225.13,130.08
TRIP00027890,TRK00113,505.2,225.13,130.08
TRIP00041951,TRK00113,595.4,225.13,130.08
TRIP00042817,TRK00113,496.8,225.13,130.08
TRIP00045617,TRK00113,504.0,225.13,130.08
TRIP00046623,TRK00113,579.9,225.13,130.08
TRIP00059522,TRK00113,552.0,225.13,130.08
TRIP00063809,TRK00113,551.5,225.13,130.08
TRIP00074476,TRK00113,503.6,225.13,130.08
TRIP00079017,TRK00113,527.5,225.13,130.08
TRIP00081390,TRK00113,595.4,225.13,130.08
TRIP00082613,TRK00113,591.6,225.13,130.08
TRIP00000817,TRK00114,484.8,226.12,126.81
TRIP00021912,TRK00114,511.6,226.12,126.81
TRIP00035675,TRK00114,520.6,226.12,126.81
TRIP00036903,TRK00114,502.1,226.12,126.81
TRIP00044910,TRK00114,575.4,226.12,126.81
